date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:51:55	37290/37290	---MCZ	200	added ('OK')	image/png	etag:%226007cd4d-91aa%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/bsi_5a.png	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/bsi_5a.png	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:51:55	30641/30641	---MCZ	200	added ('OK')	image/png	etag:%226007cd56-77b1%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/bsi_6a.png	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/bsi_6a.png	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:51:56	33808/33808	---MCZ	200	added ('OK')	image/png	etag:%226007cd69-8410%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/bsi_7a.png	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/bsi_7a.png	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:51:56	32463/32463	---MCZ	200	added ('OK')	image/png	etag:%226007cd76-7ecf%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/bsi_8a.png	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/bsi_8a.png	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:51:56	33806/33806	---MCZ	200	added ('OK')	image/png	etag:%226007cd70-840e%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/bsi_9a.png	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/bsi_9a.png	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:51:56	34111/34111	---MCZ	200	added ('OK')	image/png	etag:%226007cd64-853f%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/bsi_10a.png	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/bsi_10a.png	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:51:57	122857/122857	---MCZ	200	added ('OK')	image/png	etag:%225ff838aa-1dfe9%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/fr5-texta.png	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/fr5-texta.png	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:51:57	86851/86851	---MCZ	200	added ('OK')	image/png	etag:%225ff6e8e6-15343%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/fr5-text.png	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/fr5-text.png	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:51:58	998131/998131	---MCZ	200	added ('OK')	image/png	etag:%225ff83a8e-f3af3%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/fr5-1a.png	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/fr5-1a.png	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:51:58	878589/878589	---MCZ	200	added ('OK')	image/png	etag:%225ff6e57e-d67fd%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/fr5-1.png	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/fr5-1.png	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:51:58	1003891/1003891	---MCZ	200	added ('OK')	image/png	etag:%225ff83a7d-f5173%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/fr5-2a.png	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/fr5-2a.png	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:51:59	916282/916282	---MCZ	200	added ('OK')	image/png	etag:%2260079e6c-dfb3a%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/fr5-2.png	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/fr5-2.png	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:51:59	800839/800839	---MCZ	200	added ('OK')	image/png	etag:%225ff839bb-c3847%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/fr5-3a.png	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/fr5-3a.png	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:52:00	704077/704077	---MCZ	200	added ('OK')	image/png	etag:%2260079f6f-abe4d%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/fr5-3.png	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/fr5-3.png	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:52:00	158756/158756	---MCZ	200	added ('OK')	image/png	etag:%226007ce26-26c24%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/textbottom.png	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/textbottom.png	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:52:00	53252/53252	---MCZ	200	added ('OK')	image/png	etag:%2260e6db83-d004%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/f1-title-form.png	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/images/img/f1-title-form.png	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:52:00	84320/84320	---MCZ	200	added ('OK')	application/javascript	etag:%225c457592-14960%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/js/jquery.min.js	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/js/jquery.min.js	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:52:01	59969/59969	---MCZ	200	added ('OK')	application/javascript	etag:%225df89100-ea41%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/js/bootstrap.min.js	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/js/bootstrap.min.js	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:52:01	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:%225c4568fa-a76f%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/js/slick.min.js	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/js/slick.min.js	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:52:01	16649/16649	---MCZ	200	added ('OK')	application/javascript	etag:%22601d014c-4109%22	https://thammythucuc.vn/landing/nang-nguc-nano-chip/assets/js/custom.js	D:/demo/thammythucuc.vn/landing/nang-nguc-nano-chip/assets/js/custom.js	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
13:52:01	16451/16451	---M-Z	200	added ('OK')	application/javascript	etag:%224043-5c5f26b174d40-gzip%22	https://thucucsaigon.vn/m/footer_landing_new.js	D:/demo/thucucsaigon.vn/m/footer_landing_new.js	(from https://thammythucuc.vn/landing/nang-nguc-nano-chip/?utm_source=bannerweb&utm_medium=cpc)
